Cohort,Side,Model,CV_BalancedAccuracy,CV_F1_Macro,Test_Accuracy,Test_BalancedAccuracy,Test_Sensitivity,Test_Specificity,Test_F1_Macro,Test_ROC_AUC,RunDir
All_coef_Ds005602,left,MLP,0.8841991341991342,0.8886353263350069,0.8571428571428571,0.8542105263157895,0.84,0.868421052631579,0.851764705882353,0.9168421052631578,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\left\MLP\20260919_161615
All_coef_Ds005602,left,ResNet,0.5259018759018759,0.45690382991787554,0.6984126984126984,0.62,0.24,1.0,0.5935483870967742,0.6915789473684211,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\left\ResNet\20260919_161617
All_coef_Ds005602,left,ResNetAE,0.5,0.3869346733668342,0.6031746031746031,0.5,0.0,1.0,0.3762376237623762,0.5694736842105262,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\left\ResNetAE\20260919_161622
All_coef_Ds005602,left,MobileNet,0.5772005772005773,0.5679230963824943,0.5714285714285714,0.5147368421052632,0.24,0.7894736842105263,0.49867374005305043,0.5863157894736841,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\left\MobileNet\20260919_161628
All_coef_Ds005602,left,SqueezeNet,0.506926406926407,0.416454081632653,0.6349206349206349,0.5605263157894737,0.2,0.9210526315789473,0.527859237536657,0.6178947368421053,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\left\SqueezeNet\20260919_161636
All_coef_Ds005602,right,SVM,0.8620430447855674,0.8729721456994184,0.8571428571428571,0.8229665071770335,0.7368421052631579,0.9090909090909091,0.8278165806255693,0.916267942583732,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\right\SVM\20260919_161640
All_coef_Ds005602,right,MLP,0.870509574299731,0.8752530009418649,0.8412698412698413,0.8265550239234449,0.7894736842105263,0.8636363636363636,0.8168604651162792,0.9114832535885167,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\right\MLP\20260919_161640
All_coef_Ds005602,right,ResNet,0.5592261433771166,0.5466909402441636,0.6984126984126984,0.5149521531100478,0.05263157894736842,0.9772727272727273,0.4571428571428572,0.6399521531100478,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\right\ResNet\20260919_161642
All_coef_Ds005602,right,ResNetAE,0.5578414306061086,0.5483519900497512,0.6984126984126984,0.5299043062200957,0.10526315789473684,0.9545454545454546,0.4947235120303926,0.6291866028708133,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\right\ResNetAE\20260919_161651
All_coef_Ds005602,right,MobileNet,0.5958616869757873,0.5995979899497488,0.746031746031746,0.6537081339712918,0.42105263157894735,0.8863636363636364,0.6648936170212766,0.7093301435406697,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\right\MobileNet\20260919_161658
All_coef_Ds005602,right,SqueezeNet,0.48599461940180405,0.42891566265060244,0.6825396825396826,0.48863636363636365,0.0,0.9772727272727273,0.4056603773584906,0.44138755980861244,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_runs\All_coef_Ds005602\right\SqueezeNet\20260919_161707
