"Protocol","Cohort","Side","Model","CV_BalancedAccuracy","Test_Accuracy","Test_BalancedAccuracy","Test_Sensitivity","Test_Specificity","Test_F1_Macro","Test_ROC_AUC","RunDir"
"Fold-local PLS-DA coefficient","All_coef_Ds004469","right","SqueezeNet","0.5","0.9166666666666666","0.5","0.0","1.0","0.4782608695652174","0.5454545454545454","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds004469\right\SqueezeNet\20260919_163405"
"Fold-local PLS-DA coefficient","All_coef_Ds004469","right","SVM","0.5","0.9166666666666666","0.5","0.0","1.0","0.4782608695652174","0.4545454545454546","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds004469\right\SVM\20260919_163358"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","left","MLP","0.893939393939394","0.8412698412698413","0.8410526315789473","0.84","0.8421052631578947","0.8362785862785863","0.9168421052631579","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\left\MLP\20260919_163408"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","left","MobileNet","0.6470418470418471","0.6666666666666666","0.6278947368421053","0.44","0.8157894736842105","0.6293079293919865","0.7336842105263158","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\left\MobileNet\20260919_163429"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","left","ResNet","0.554040404040404","0.5873015873015873","0.5005263157894737","0.08","0.9210526315789473","0.43124999999999997","0.6063157894736843","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\left\ResNet\20260919_163410"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","left","ResNetAE","0.5850649350649351","0.5396825396825397","0.4610526315789473","0.08","0.8421052631578947","0.4046920821114369","0.5031578947368421","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\left\ResNetAE\20260919_163417"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","left","SqueezeNet","0.5157287157287157","0.6666666666666666","0.5936842105263158","0.24","0.9473684210526315","0.5689149560117301","0.74","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\left\SqueezeNet\20260919_163447"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","left","SVM","0.8355699855699856","0.8571428571428571","0.8542105263157895","0.84","0.868421052631579","0.851764705882353","0.9368421052631579","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\left\SVM\20260919_163407"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","right","MLP","0.8634673207786041","0.8888888888888888","0.8755980861244019","0.8421052631578947","0.9090909090909091","0.870026525198939","0.9090909090909091","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\right\MLP\20260919_163459"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","right","MobileNet","0.7085773065358443","0.7301587301587301","0.6273923444976076","0.3684210526315789","0.8863636363636364","0.6363327674023769","0.8528708133971292","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\right\MobileNet\20260919_163518"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","right","ResNet","0.6451574616236746","0.6825396825396826","0.5334928229665071","0.15789473684210525","0.9090909090909091","0.5153846153846154","0.6543062200956937","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\right\ResNet\20260919_163504"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","right","ResNetAE","0.652278841588859","0.6349206349206349","0.49940191387559807","0.15789473684210525","0.8409090909090909","0.4848915748311411","0.6770334928229664","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\right\ResNetAE\20260919_163510"
"Fold-local PLS-DA coefficient","All_coef_Ds005602","right","SqueezeNet","0.5","0.6984126984126984","0.5","0.0","1.0","0.411214953271028","0.4425837320574162","C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\leakage_free_plsda_runs\All_coef_Ds005602\right\SqueezeNet\20260919_163527"
